DATE,AMAZONAS,ANCASH,APURIMAC,AREQUIPA,AYACUCHO,CAJAMARCA,CALLAO,CUSCO,EXTRANJERO,HUANCAVELICA,HUANUCO,ICA,JUNIN,LA LIBERTAD,LAMBAYEQUE,LIMA,LORETO,MADRE DE DIOS,MOQUEGUA,PASCO,PIURA,PUNO,SAN MARTIN,SIN REGISTRO,TACNA,TUMBES,UCAYALI
2020-09-04,3,26,5,35,6,21,17,33,1,11,11,18,37,33,21,293,9,3,5,6,31,30,13,0,8,3,4
2020-09-05,4,26,5,36,9,15,32,37,2,7,14,19,30,22,12,269,16,4,3,2,32,29,11,0,7,4,4
2020-09-06,6,23,5,29,8,18,21,25,0,5,13,17,29,22,23,270,7,1,6,3,31,24,13,1,11,5,4
2020-09-07,4,23,11,30,9,17,25,22,0,4,12,24,37,29,22,275,8,3,2,3,34,27,11,1,8,2,7
2020-09-08,3,26,11,26,5,16,28,30,1,8,8,19,25,21,17,278,8,1,2,8,26,30,9,2,4,1,4
2020-09-09,4,24,6,34,8,20,32,30,0,9,14,27,23,37,13,236,12,2,6,2,30,23,8,0,8,5,2
2020-09-10,2,18,6,26,5,15,21,29,2,8,9,23,28,32,25,244,7,4,5,5,37,28,12,1,7,4,7
2020-09-11,2,26,8,42,6,18,28,27,2,7,10,25,30,25,24,231,10,0,4,3,31,22,12,0,8,4,6
2020-09-12,2,18,15,31,8,19,33,27,1,11,15,23,31,39,17,217,7,3,3,5,29,20,11,0,8,3,6
2020-09-13,4,19,8,39,5,26,35,16,1,8,14,14,23,34,10,232,5,0,3,2,32,22,8,0,6,2,2
2020-09-14,1,19,4,30,10,18,28,21,1,4,18,25,22,35,13,237,4,4,5,3,30,30,7,0,9,3,7
2020-09-15,0,28,7,16,8,29,19,23,1,7,11,20,21,24,12,250,7,0,4,5,36,20,10,0,6,3,7
2020-09-16,4,30,6,27,8,16,35,22,2,6,11,24,14,25,16,223,13,2,2,4,29,16,15,0,7,0,8
2020-09-17,2,20,12,29,9,13,24,21,1,6,8,19,26,33,16,235,8,4,3,5,40,20,3,1,6,3,4
2020-09-18,3,16,10,29,10,15,26,20,1,10,11,14,18,28,22,191,11,2,3,2,32,15,8,1,2,10,4
2020-09-19,5,25,6,27,9,21,30,20,0,6,9,16,21,30,17,217,5,5,3,2,26,18,9,0,7,5,5
2020-09-20,2,26,13,24,7,19,19,20,2,11,6,25,19,23,12,234,2,1,2,1,23,19,10,1,5,0,3
2020-09-21,3,24,11,30,12,18,20,25,0,7,14,15,17,24,13,203,11,6,4,3,26,30,8,0,9,3,7
2020-09-22,1,18,10,22,8,11,18,16,2,7,6,21,30,39,16,194,5,3,3,2,27,21,6,0,7,2,2
2020-09-23,7,17,9,13,10,10,20,18,1,7,12,20,21,23,18,207,5,3,6,3,25,18,15,1,1,3,8
2020-09-24,4,19,10,22,6,18,25,19,0,7,17,24,15,22,12,177,9,4,5,4,24,18,11,0,5,2,4
2020-09-25,3,14,8,22,6,18,23,26,0,14,8,26,22,26,11,193,6,4,3,2,23,19,13,0,3,3,5
2020-09-26,2,21,5,24,12,22,34,22,1,4,15,22,27,24,11,181,10,1,3,4,24,20,9,0,3,7,4
2020-09-27,2,17,6,24,7,14,14,17,0,3,13,9,23,22,6,182,5,3,3,2,24,26,11,1,4,1,8
2020-09-28,3,22,9,26,5,8,25,24,0,7,9,16,25,30,14,188,5,4,4,10,33,20,9,0,4,3,4
2020-09-29,4,13,8,18,9,15,17,18,0,4,11,14,33,24,10,174,11,1,3,6,25,20,10,0,8,1,6
2020-09-30,2,20,3,16,11,11,19,24,0,8,5,15,20,22,4,183,8,5,6,1,23,13,13,0,6,7,3
2020-10-01,2,16,11,26,3,7,21,18,1,7,7,16,22,25,4,189,6,0,8,6,23,17,4,1,4,4,7
2020-10-02,6,14,6,21,8,13,19,24,3,7,6,11,21,31,10,171,5,0,5,6,21,9,10,1,3,4,3
2020-10-03,2,21,6,19,8,6,20,17,1,5,9,10,27,25,4,192,5,2,2,8,22,19,12,1,6,4,8
2020-10-04,3,13,3,33,8,9,18,13,0,5,14,15,20,25,5,202,6,3,2,2,23,15,11,0,1,4,7
2020-10-05,2,12,7,17,8,15,33,15,0,7,10,14,15,15,11,177,11,6,3,2,23,10,6,0,6,1,6
2020-10-06,5,26,9,23,7,12,14,22,0,6,14,21,13,28,9,186,9,2,2,4,34,21,7,0,2,1,6
2020-10-07,2,25,8,19,5,19,22,22,0,8,9,16,19,23,12,190,11,2,3,4,18,16,5,0,3,5,5
2020-10-08,6,13,11,26,14,20,18,19,0,9,7,18,23,24,3,173,5,2,5,2,24,16,2,2,3,3,7
2020-10-09,3,24,5,21,10,7,28,12,0,3,6,14,24,20,9,199,5,1,1,2,31,16,9,0,1,4,9
2020-10-10,0,15,8,21,5,14,18,18,1,8,9,17,20,31,12,159,8,3,5,1,23,24,7,0,2,0,6
2020-10-11,2,15,5,25,9,5,20,19,1,5,12,9,22,28,5,153,14,2,1,3,24,18,3,0,3,2,5
2020-10-12,5,19,5,23,9,14,17,21,0,4,10,16,18,24,8,186,13,3,1,4,24,19,12,1,2,4,10
2020-10-13,3,19,2,31,9,14,18,15,0,7,11,9,25,31,6,165,7,2,1,1,17,18,13,0,3,4,6
2020-10-14,4,13,9,21,4,20,13,13,0,1,12,12,28,26,10,141,12,2,3,1,25,16,9,1,3,3,5
2020-10-15,3,22,7,16,7,13,13,13,1,6,13,18,16,14,11,163,10,2,3,1,22,14,8,0,0,6,7
2020-10-16,0,20,11,16,6,10,20,28,2,9,10,17,21,21,12,177,9,1,3,8,25,12,10,0,2,4,4
2020-10-17,0,25,7,18,8,17,18,19,0,5,8,11,15,19,10,154,8,2,3,3,27,17,14,0,5,7,2
2020-10-18,1,16,6,21,3,11,11,32,0,5,12,22,26,14,6,142,4,3,1,3,21,18,4,1,4,2,7
2020-10-19,1,8,6,12,5,19,24,27,0,8,6,20,23,23,10,168,11,7,2,1,23,13,9,1,2,5,5
2020-10-20,1,20,6,21,5,15,12,17,0,6,14,13,13,22,10,176,12,1,3,3,28,12,3,0,4,5,6
2020-10-21,3,21,8,21,5,12,17,16,2,4,11,14,23,18,16,158,9,2,0,0,22,16,7,1,3,8,6
2020-10-22,1,19,6,17,2,9,12,28,1,2,10,13,20,27,9,150,9,2,5,2,21,19,9,0,3,3,4
2020-10-23,2,14,11,24,8,10,16,24,2,4,9,17,22,28,5,170,7,3,3,2,19,18,18,0,2,4,4
2020-10-24,2,16,4,22,5,14,21,19,1,4,15,11,22,25,4,143,10,5,6,2,25,23,9,2,6,5,4
2020-10-25,3,16,3,14,7,14,16,14,0,7,9,7,25,26,6,157,12,2,3,2,13,18,7,0,7,3,5
2020-10-26,1,18,5,16,5,8,12,17,0,4,19,13,6,30,8,173,11,1,3,4,26,19,6,1,2,5,3
2020-10-27,2,14,8,22,7,15,12,13,0,6,14,16,15,26,4,138,9,1,1,2,11,13,2,0,1,0,10
2020-10-28,3,18,6,16,6,20,15,25,0,3,10,8,20,21,15,132,5,3,1,0,15,15,6,1,2,6,8
2020-10-29,3,13,6,21,10,9,24,20,0,4,2,11,15,24,8,153,6,3,2,4,33,16,9,1,0,2,4
2020-10-30,3,20,7,26,7,8,17,20,0,4,7,15,22,23,5,148,12,4,1,1,19,18,7,1,5,5,4
2020-10-31,1,18,7,28,7,16,15,11,0,4,4,15,23,22,5,145,7,1,1,2,20,23,9,0,1,3,10
2020-11-01,2,17,10,16,2,8,18,26,0,10,10,19,19,17,9,146,11,5,3,2,26,24,15,0,2,1,5
2020-11-02,3,18,5,20,7,16,16,14,0,5,10,16,24,27,8,147,8,2,3,3,24,13,11,1,3,1,8
2020-11-03,3,21,3,27,9,13,13,17,2,9,14,15,23,24,7,141,13,1,3,3,28,28,12,0,8,4,5
2020-11-04,4,19,3,31,7,8,20,10,3,4,7,7,20,15,6,176,15,2,2,4,22,19,11,0,4,3,8
2020-11-05,2,17,8,16,2,13,19,19,2,4,13,11,22,30,7,125,10,2,1,3,23,19,10,0,1,2,3
2020-11-06,2,18,8,19,7,8,7,24,0,9,8,8,18,29,4,150,10,1,3,2,34,17,8,0,3,3,9
2020-11-07,1,13,7,16,4,9,17,13,0,3,4,10,18,28,7,145,8,4,2,4,22,9,8,0,6,5,10
2020-11-08,0,17,6,20,5,8,19,16,0,11,14,15,16,21,6,160,8,2,1,4,25,13,8,1,2,5,8
2020-11-09,3,15,4,18,6,10,18,10,1,8,5,15,15,23,11,136,4,3,5,4,31,16,9,0,2,2,3
2020-11-10,5,15,11,12,6,15,15,26,1,6,16,16,16,24,11,182,10,1,4,4,21,12,16,1,1,2,2
2020-11-11,1,17,9,14,8,7,20,23,0,6,8,15,11,20,6,137,7,4,1,2,21,19,9,1,1,4,6
2020-11-12,0,20,11,20,7,9,13,18,0,4,10,14,9,30,6,143,10,3,1,3,19,16,11,0,2,5,7
2020-11-13,3,26,9,20,5,12,19,15,1,8,12,11,29,22,8,159,3,1,10,3,23,21,4,2,5,3,14
2020-11-14,3,16,4,22,8,11,11,15,0,5,4,18,26,19,5,163,13,0,2,4,25,23,13,0,3,4,7
2020-11-15,0,27,7,27,12,9,10,20,0,10,11,16,15,17,5,125,13,0,1,2,21,9,10,1,2,5,8
2020-11-16,1,5,9,24,16,12,16,19,0,1,6,15,22,44,9,133,11,4,0,1,22,18,10,0,0,3,2
2020-11-17,3,18,5,29,8,17,17,19,2,4,6,16,17,29,8,138,11,0,1,6,28,21,6,0,5,2,6
2020-11-18,0,18,4,23,5,8,19,19,0,3,8,15,11,17,6,142,8,1,1,0,33,17,9,0,4,1,11
2020-11-19,1,20,4,26,9,14,10,14,0,4,2,12,14,32,8,125,7,4,1,2,23,14,9,1,3,3,4
2020-11-20,2,18,4,20,5,13,16,18,1,3,14,14,20,26,7,144,9,1,4,5,26,19,10,1,0,7,4
2020-11-21,0,18,6,18,7,16,16,22,2,6,8,15,17,22,8,135,10,1,3,0,22,17,13,0,1,4,6
2020-11-22,3,24,6,18,5,13,10,11,0,8,10,16,18,27,9,129,6,3,2,3,25,17,7,0,0,4,4
2020-11-23,2,12,5,24,13,9,9,26,1,6,4,10,17,28,14,126,4,3,2,3,30,23,5,1,3,1,11
2020-11-24,2,19,3,24,7,17,11,20,1,5,6,13,18,29,9,130,11,1,1,3,31,15,10,0,3,3,4
2020-11-25,2,14,4,22,3,10,21,17,0,6,7,14,22,24,8,121,9,1,4,2,27,10,10,1,2,5,4
2020-11-26,4,16,7,21,4,9,14,14,0,5,13,15,18,22,5,123,6,3,0,1,26,13,8,1,4,4,4
2020-11-27,4,14,9,16,8,4,14,11,1,4,10,5,14,33,11,131,5,1,0,4,25,15,17,0,2,3,3
2020-11-28,0,18,4,16,3,11,12,12,0,4,5,11,23,22,8,138,6,2,4,3,27,17,6,0,3,4,2
2020-11-29,2,18,11,23,1,7,14,17,1,6,6,10,14,28,4,144,5,1,2,1,38,15,9,0,3,2,6
2020-11-30,0,15,10,16,10,9,15,13,0,8,12,12,14,23,6,127,6,1,3,3,41,11,10,0,3,3,11
2020-12-01,2,16,6,17,8,9,11,17,1,7,7,17,20,33,7,166,7,1,0,1,19,15,14,0,3,2,3
2020-12-02,2,17,3,18,11,11,20,22,0,5,8,17,21,27,5,126,11,0,1,3,39,16,8,1,3,0,7
2020-12-03,2,25,2,19,6,11,13,20,1,7,9,13,22,26,7,132,10,1,3,4,28,22,7,0,1,2,6
2020-12-04,2,19,12,11,9,11,11,19,0,3,9,8,16,33,9,138,11,1,4,0,31,22,13,2,1,1,7
2020-12-05,1,19,11,20,11,9,9,19,1,10,11,11,17,35,9,129,9,1,1,3,27,9,15,1,2,2,3
2020-12-06,0,18,6,18,9,10,17,10,1,9,7,9,20,16,7,125,5,6,3,1,27,13,10,0,1,4,7
2020-12-07,4,16,11,20,11,11,20,24,0,7,6,17,21,26,8,153,8,0,4,2,35,12,9,0,2,3,6
2020-12-08,4,24,8,22,9,17,10,20,1,8,8,11,18,21,5,125,4,3,1,2,30,11,8,0,3,5,7
2020-12-09,1,16,8,19,9,7,17,22,0,3,5,15,16,26,7,156,10,0,1,1,28,22,8,0,0,9,6
2020-12-10,2,17,8,18,9,14,16,20,1,6,13,7,17,21,6,126,6,1,2,2,41,18,10,0,7,3,4
2020-12-11,1,15,5,20,3,15,9,15,0,4,8,19,14,34,7,151,5,1,3,3,36,19,6,1,3,4,3
2020-12-12,1,22,11,14,4,11,26,12,2,3,11,17,19,21,4,158,11,0,3,1,26,21,10,0,2,3,7
2020-12-13,2,16,10,32,8,14,17,19,0,7,10,11,17,24,13,146,8,0,3,4,33,15,6,0,1,5,5
2020-12-14,3,13,5,28,10,12,15,17,1,6,9,13,22,31,4,157,6,2,5,4,30,22,5,0,0,5,6
2020-12-15,0,25,8,19,9,7,17,16,0,6,8,9,13,26,5,142,9,1,3,4,36,16,9,0,3,6,4
2020-12-16,2,16,9,21,12,9,17,17,0,8,7,23,24,24,8,154,6,1,2,1,28,14,14,0,4,4,6
2020-12-17,3,21,1,15,7,15,19,25,2,4,7,17,12,32,9,148,7,5,2,2,34,17,11,1,1,2,6
2020-12-18,1,16,9,24,10,8,16,20,2,6,15,18,19,24,6,160,16,3,3,3,27,15,9,1,2,5,9
2020-12-19,3,16,6,21,9,11,17,18,1,2,12,17,19,41,6,163,9,3,3,4,35,21,5,0,5,5,6
2020-12-20,2,24,8,14,10,11,15,17,0,7,17,25,19,29,7,157,8,3,2,8,37,19,7,0,4,5,4
2020-12-21,2,19,7,23,10,15,17,20,0,10,11,11,13,25,14,159,4,0,3,5,35,17,13,0,2,7,2
2020-12-22,2,18,5,32,2,9,13,16,2,3,9,20,19,33,8,143,12,3,3,1,25,20,10,1,0,1,7
2020-12-23,2,17,8,32,7,13,16,19,0,2,7,25,21,39,6,147,8,2,5,5,23,14,9,0,4,3,5
2020-12-24,3,17,10,28,12,9,17,23,0,5,14,9,18,22,10,152,12,0,1,7,23,16,6,0,4,6,4
2020-12-25,4,15,8,21,12,15,15,21,1,8,7,14,22,38,11,173,11,1,3,5,31,23,14,0,1,1,4
2020-12-26,1,22,7,29,16,16,15,21,1,4,17,13,19,37,7,159,14,1,5,4,39,12,10,0,4,6,8
2020-12-27,3,16,10,34,9,11,17,15,1,5,14,13,24,27,4,171,13,1,0,6,33,17,9,0,2,1,4
2020-12-28,5,24,9,20,14,10,19,21,0,9,9,17,20,36,5,182,9,1,1,2,30,17,8,0,9,2,7
2020-12-29,1,17,10,29,8,10,16,18,0,5,14,15,16,21,8,161,4,1,7,1,32,21,8,0,3,3,5
2020-12-30,2,14,10,39,10,6,25,21,1,8,15,21,22,35,12,158,11,4,3,1,31,19,14,0,4,2,6
2020-01-01,1,24,10,23,5,11,18,16,2,6,17,19,25,31,11,143,14,3,7,6,34,21,8,0,4,4,3
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,
